playlist_id,num_tracks,description,sentiment,name
6B8weqMJPufHPyADi7WoMO,92,"soft taylor swift songs to help you study, sleep or just chill. ☕",0.5423,studying with ts
6CX9RjN7yBk5ohuxccbb5B,73,"it&#x27;s finals, charlie brown! ",0.0,christmas study music
6CpGq5hQ3ZvlZx4eHPNU6j,36,My favorite songs to code &#x2F; study &#x2F; game to,0.4588,EDM for coding / studying / gaming
6DNoezfaCf5Kkx7gvRWGTM,46,,0.0,Frank Ocean Study Time
6ENpYVmaiAF540AaIDwpHZ,3197,Keep the demons away day or night with continuous prayers in latin.,0.0,"Gregorian Chants for Sleep, Study & Solitude "
6EVj5CHK6LQHoIwTw3xdDx,184,rap &amp; hip hop beats,0.0,rap study instrumentals
6EXc2ZiCj86OCHLwVKKnPA,104,,0.0,Quiet Study Music
6H1GBu1t063oltonE8jGPp,93,description,0.0,Heavy Thunder and Rain Sounds 8 Hours | Thunderstorm Sounds for Study and Sleep
6Hd0Ic42FU2ZrLWOXRp7bs,170,"A playlist made for those who want to stll praise Him while still studying, working, resting, praying",0.7506,christian study music (lofi+piano)
6HjIDKc1mPopzhvQVCtbfY,17,,0.0,Study like Oppenheimer
6HokBkn4yZUvomX9etR46L,160,no she&#x27;s not listenting to lorde or arctic monkeys let&#x27;s be fr she&#x27;s 100% a classical girlie,-0.296,hermione's study playlist
6HuAVqLOmYskc2qOaBZBBz,63,"Turn OFF shuffle. Work&#x2F;study for 25 minutes to soft, unintrusive instrumentals, then take a break when you hear the timer, and resume when you hear it again. Total run-time of 2 hours. Total study time of 100 minutes. Listen to the final break, then repeat the playlist as many times as you like ✍️ 📚",0.3612,Pomodoro Timer 25/5  ⏰ Study/Work || 2 Hour ✍️ 📚
6HuGmDDzcvvcJ88nWrPEoG,326,"writing essays, reading articles with lofi and piano instrumentals",0.0,study with me 
6IM31CKhaCy2isW2nWG9JC,359,No words. Everything from popular song instrumental covers to classical to movie soundtracks. Study hard my friends.,0.5106,Instrumental Study Focus
6IekUwd0bcbrw0QHygBVv7,62,some of my favorite classical pieces and a couple instrumentals,0.4588,classical music to study or sleep to
6InrLc2q6G8RBoIrgTBRC9,76,,0.0,Lana Del Rey-Instrumental/ Study
6JuwRZ0acptHgh1vt31tTr,13,,0.0,Winter - Treehouse Nature Study
6KGGRlgr6ME3CkhPrViZpU,61,,0.0,Study motivation🔥
6M9Df0bMWnvH0WLgcwnEif,93,4 your studying needs,0.0,study jamz
6MODboD0lNNbb8hmAjgYYK,118,songs that make me happyyy but I can still get work done to!,0.0,studying for finals type mood 
6MYGbqoodu4XTbVCXQyFGi,397,,0.0,jazz for reading / studying 🎷📖🎧
6MsGDyZZHcCvfoXOiowQOx,18,,0.0,light academia // studying + journaling
6N05aHELD8g8v4k3uja6ag,177,"Lofi Music playlist to study, work, focus or chill to | Lo-Fi Beats",0.0,Lo Fi Study | Work 2023
6NdcMCQcQmgDOTTz6YGjZu,51,,0.0,study + worship
6NpOamqTlH5wjHKrNGtDB3,86,,0.0,studying (taylor's version)
6O2Vxnle5rzG4B5ArlSDks,20,,0.0,Studying with Noah Kahan
6OetxVPdNfk1WZl6HuvZTQ,66,i love the holidays,0.7783,christmas jazz for studying !!
6OpvhaJmmbdhqjplBKUGeJ,188,"Put yourself in a productive mood, while listening to this soothing and fine collection of neo-classical music. Featured artists: Jesse Brown, Stephan Moccio, Ólafur Arnalds, Nils Frahm, Chad Lawson, Adrien de la Salle... Curated with love and updated regularly :)",0.8916,"Calm Study | Instrumentals for Focus, Work, Reading"
6Pm2a6RZd2MIUnoyjS1PJr,23,,0.0,autumn study sessions 🍂
6QUGsB5cuULZauyL4qWZkU,78,,0.0,Techno for Studying
6QVOJsZ9NAv9GxzChiGGJc,102,"bts, skz, txt, ateez, enhypen, nct, keshi, monsta x, luxxe",0.0,chill kpop study
6QhZZHfqxAneUYfDfh6vRM,1078,Stay focused with calm and relaxing instrumental Christmas music in the background. ,0.7964,"CHRISTMAS STUDY & FOCUS - Instrumental Studying, Reading & Writing Music 🎄"
6QnXZpk8XL7ZGKm1nRrOGS,881,Ace your studies with &#x27;Studying Focus&#x27; – a Lofi playlist specifically curated to help you stay focused and motivated during your study sessions. This playlist features a mix of chill beats and ambient sounds that will help you to block out distractions and stay in a state of flow. ,0.7269,Studying Focus
6RPA4yPnmT6XYBTZ8OFboY,114,,0.0,nct study & chill playlist
6Rt2TVyYuN1ajJ7BOMaw72,258,,0.0,Study Dubstep
6S9CTn5CFLMsCkcyMkvPqI,80,,0.0,Classical for Studying w/ ADHD
6SVhpjRKjQsJwBWF5nCMoi,70,,0.0,studying medicine 👩🏼‍⚕️
6SmC7oJ0jkXmguHRG38wBp,126,ambient people talking walla sound to help you focus as if you were working in a coffee shop,0.4019,Background Chatter for Studying
6U1e3QqthL1cuTDHVZ8OMk,49,"fast-paced, anxiety-inducing music to unlock adhd as a productive tool",0.0,STUDY OR DIE📚🧫📖📑📝👩🏽‍🎓🔪🩸
6UR78icT7Jg4s5EAXDrjAa,100,Study Time Lofi Songs 📚,0.0,Study Time Lofi Songs 📚
6Uls6BAiuTRMfqEUyyeODT,425,Happy - Calm - Acoustic - Instrumental - lofi,0.7184,Background Music for Working or Studying
6VXJKpQuqgDCWLA7NAyNz2,71,"Enchanted beats to relax&#x2F;study to. This is not a lofi playlist. Minimal vocals, mostly beats&#x2F;instrumentals. Updated regulary by @prodbyglissey",0.3818,ENCHANTED BEATS (RELAX/STUDY)
6WoGeeJEvKFng25kI1Sbas,21,I compiled the most calm and chill tracks from all witcher games&#x27; soundtracks. I also tried not to include those very emotional ones so as not to distract you from your work :)             Tags: Witcher Ambience &#x2F; Witcher Study &#x2F; Witcher Chill &#x2F; Witcher 3 Ambience &#x2F; Witcher 3 soundtrack ,0.8113,Witcher study playlist
6X04ptKI2NgnjWevQx1uuK,41,,0.0,Study motivation (english)
6XM0xHuVvQbj9LeGS7ONTN,116,"yeah, studying to classical music is cool but where are the drums and guitar solos?",0.3071,rock instrumentals to study to
6YjYHcOypXPQJHGHv1Daj3,37,,0.0,background bible study music🕊️💗
6Z5qaws2I63UPdXIBTX2TH,192,,0.0,Quran for Studying
6Zgk2AJGQH6kzVwSbseuRM,92,,0.0,Studying biology
6bJ1ajEyFMWaUT4bktFWqx,77,,0.0,Stressfully studying for exams 📚📖
6bPlVeQLYUZvqoCDUhbmEg,545,,0.0,Study music
6bsMqam5FXRnOn88BgUFAD,54,"math,graphs,coffee and tears",-0.2263,studying economics
6cA7fNqH9nSlTVoBTmNxH2,97,"“One too many Limoncellos, no biggie,”",-0.296,Succession Study
6dEdaN9tg6S5x4v698ARfb,264,"study music that is actually motivating. book reading, best classical, focus music from Satie, Bach, Mozart, Vivaldi, and more for a productive evening.",0.8126,study music that is actually motivating
6dGgJkCZ9CNDoXGIQiYYIa,75,,0.0,Study Jams 📚
6db9YgXOZHbpEU7XrhRT4t,95,,0.0,Blues for Studying
6euxvhLNWFcCYfkHnkVu8K,42,"Good for adhd, I highly recommend having white noise play along with this, I&#x27;m always adding more songs, there are 0 words whatsoever, no meme songs either,and I try to keep them all as calm and quiet as possible",0.8016,Study/sleep music no words  slow & calm
6fKJGZ1Fyj4A8Iy7MHWJSd,57,,0.0,cozy fall instrumental study session
6gQjEXCryrAafeOLHT1oxD,68,,0.0,bible study instrumentals 
6gTYQKygmGvUos1Itd1e08,114,,0.0,Study Focus
6gdZ89yGvbp0kpqTxVDBnz,445,,0.0,Library study lock in
6hNbduuRUMMwBGFnxTM4Be,36,bts beats for studying!,0.0,bts lofi for studying ☕️
6i0uTLQ5zBBiwQTHESExtU,217,"Massey, Erin. &quot;quiet studying: 2023 edition&quot; (Tasmania: Spotify, 2023): 1-216.",0.0,quiet studying: 2023 edition
6ichk9QDdvuwzNi6rsucZc,278,"Grab your favorite coffee and get in the zone to <a href=""spotify:artist:5q2IKsZMyk2Era82Bz6jEs"">relax, focus, and study</a> with these Lo-Fi Hip Hop beats. Curated by <a href=""https://www.Lullify.com"">Lullify.com</a>",0.4588,Study Café: Lo-Fi Chillhop
6jTpDnw4OjnhLl5mvRDV8B,161,,0.0,study edm (no lyrics)
6jUXWvAQhTMFyPECJGJmoX,5040,"Low fi music and study lofi selection of the chillest study music around, featuring lofi beats, lo fi study beats, chill beats, chillhop, lofi instrumentals, studying homework hip-hop beats to focus/relax/sleep to, beats with that worn dusty lowfi sound. Perfect lofi to calm you up or study to...",0.4019,"Low-Fi Music 2024 | Lofi Hip Hop Music | Lo-Fi Study Beats to focus, sleep, relax to...."
6jYmxW6GyqD8YS25Bid6NU,310,Study music with lofi chill beats..,0.0,Study Music 2023
6jxTeDlBsTpMhItJwXMsN4,108,"“if there’s something to gain, fight and win.” - 🐰",0.2023,stray kids study playlist !!
6k3LiAX6CJBeGFYMPsiiDt,33,Relaxing backround Worship for studying 📚 ,0.6597,Worship music for studying 
6kZYFRc3gO6wZE70wXptQ3,74,"For submissions: theundergroundandunderrated@gmail.com | Lofi Beats and Raps a mixture of the 2, something to vibe out to while you study or go on a late night drive",0.0,LOFI vibes | Lo Fi Beats | Study And Chill Instrumentals
6kZf6vpMwyKMcohfUkjBs7,78,another taylor playlist but this time it’s the quiet songs you can study to (always taylor’s version compliant),0.0,study (taylor's version)
6krcylRjYXjgo9oDbBCrmF,155,An Animal Crossing playlist when you need to stay focused and productive while studying. All the best Animal Crossing tunes in calming piano&#x2F;acoustic version! Enjoy~,0.8687,🌷🪴animal crossing & studying🌾🍒
6l1TV7C21d3pNuM0EKPSkw,114,Wired AU Study Music.,0.0,Study Music Lofi 2023!
6ldB4A2NTmrfp6Ypu2K5vJ,253,"Study Dark Academia Music Playlist - Max Richter, Ludovico Einaudi and others melancholic and beautiful classical playlist for those who appreciate and understand knowledge and the aesthetics of what is. Not for everyone because we are not anyone - musica clasica &#x2F; classical music &#x2F; contemporary ",0.743,Dark Academia Study Playlist
6meP7D90UmGA0qBX6O8lBb,157,"This is the best playlist for cleaning ,sleepovers ,studying ,and so much more",0.6369,Study music but hype✨
6oCyXTyAv4FwKE6kDbGp9t,236,,0.0,studying 🤎🍂📔👜☕️
6oi9PX0BSCYBNrDiPsGZMA,55,,0.0,Study Buddy 2
6pWnvua8QlxWF0Y7Qdok5r,19,"you can&#x27;t be antisocial, depressed, have an ed and be stupid. pick up that book and get revenge",-0.8779,toxic study motivation 
6qQU5fK0BRXxIuFeKWYgRX,115,Upbeat studying,0.0,Upbeat Studying
6rDXu8XsCJcJwxtBLvVnAr,103,"Blizzard Sounds (10 Hours) Snowstorm Sounds for sleeping problems, insomnia, tinnitus relief, staying cool, deep relaxation, stress relief or study sessions. These relaxing white noise sounds will create a calming ambience for sleep. Nature sounds help drown out distracting background noises.",0.8807,"Blizzard Sounds (10 Hours) Snowstorm Sounds for Sleeping Problems, Insomnia, Tinnitus, or Study"
6rTNkzhDGK523yYlwhIf7e,117,"hozier, bon iver, the lumineers, gregory alan isakov, lord huron, the oh hellos, caamp, phoebe bridgers; all my favorite songs for studying in the fall &lt;3",0.4588,fall study sesh
6sIMhwIhexEE6lvBanlTqo,98,i’m so sorry spotify keeps taking this down! because of  this i can’t add a cover photo,-0.2228,chill taylor swift for studying!
6tGiTnwXE62ppD5qUo7j7Y,158,forcing myself to study ,0.0,vibey study sesh
6tKA5WizmYozhN0NCeK2rJ,77,MMM yAs hanz gimme dat orchestral SounDz ,0.0,Hans Zimmer - Study Time
6tmHbQI5Ym79Gux8GIbl1e,101,,0.0,"Study Music & Sounds – Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music"
6u1flS0FKukLwEETEBeCF4,47,it helps me study the subject i hate 🫧 (might also help you),0.1531,lumineers vibe study mix
6v0vX6zq3Xlnc7lkad14w6,342,𝕃𝕚𝕤𝕥𝕖𝕟 𝕥𝕠 𝕘𝕠𝕠𝕕 𝕞𝕦𝕤𝕚𝕔 𝕨𝕙𝕚𝕝𝕖 𝕤𝕥𝕦𝕕𝕪𝕚𝕟𝕘 𝕠𝕣 𝕛𝕦𝕤𝕥 𝕣𝕖𝕝𝕒𝕩 𝕨𝕚𝕥𝕙 𝕥𝕙𝕚𝕤 𝕞𝕦𝕤𝕚𝕔. 📖 ty for 3k,0.3818,Relaxing/Study Music
6vnomNrp9heemKAUVhj6T0,232,"| ⋆★ POPULAR 2022 - 2023 KPOP ⋆★ | New Jeans, TXT, BTS, Fifty Fifty, IU, aespa, TWICE &amp; more! ⋆★ | 케이팝 공부 음악 | ⋆★ super focus, reading, math, study, plus stretch break songs 🍵 ⋆★ good luck on your exams! 📖 Add song reccs here: https:&#x2F;&#x2F;forms.gle&#x2F;1mvFAsHyBhVNAf766 (google form)",0.9315,kpop study music 🎧 💙
6wObnEPQ63a4kei1sEcMdH,850,"Classical music for studying and increased focus. Calm down and relax with peaceful modern classical music from Einaudi, Max Richter, Riopy, Carlos Cipa and others. Do you want to discover more classical music? Go to <a href=""http://www.maestromusic.today"">www.maestromusic.today</a>.",0.8689,Classical Music For Studying
6wZfYqiuF8HhdSuk76b147,263,Forest Rain Sounds for Sleeping or Studying 8 hours | Nature White Noise,0.0,Forest Rain Sounds for Sleeping or Studying 8 hours | Nature White Noise
6x5mHTWHcGimLKiwzB17HM,136,when im sitting in the college that scams me on a daily basis and i need some tunes,-0.5859,study music but not boring 
6xuCmTSCRXEGbOgG1gEt7J,214,,0.0,taylor swift instrumental for studying 📚 
6y8twIXOLroDGRIlJ6PZH8,33,"This is a playlist for when youre studying, high or just need sumn to scratch your brain hand picked by yours truly @nate314_",0.7269,Minecraft study time
6yS08SdYMAvz9zXZaUgTNt,165,Beats to help you study✌🏼 | Instagram: @maskedmortal,0.4019,Lofi Study Beats
6yj3VL3fQvhiihhNrPLJD4,202,,0.0,Soft music for Studying
6zCID88oNjNv9zx6puDHKj,152,"A perfect selection of chill beats to help you relax &amp; study 📚 <a href=""https://bit.ly/lofi-sleep-spotify"">Click here if you need lofi to sleep 💤</a>",0.8519,Lofi Study 2023
6ztnKdAo6bj8YQSDi1Ctw0,60,,0.0,"Study chill rap, FOCUS RAP"
71d99pLh0TpbdIJESHAsDN,500,"Chill lofi hip hop beats to work, study &amp; relax to.",0.4404,Lo-Fi Beats
72k0KfvToEvcQDvYDVNfh2,128,,0.0,Cello Study Music
72oczUf02H4RGoaUBC87JQ,84,"Boost your productivity with this classical music playlist for studying and <a href=""https://open.spotify.com/playlist/3CBYNVkyR8ZCafnPKv2w8k?si=55bb7dfd2d504b18"">brain power</a>. Mozart will be your study buddy! 😎",0.4574,Mozart: Classical Music for Studying
73Xx5GHMmlYvxuljNLKaCp,180,im so locked in,0.0,study orchestral
74DU8ZB57nUEveQcEq9Oqj,292,fuel,0.0,study: classical
74sUjcvpGfdOvCHvgzNEDO,200,"Chillhop lo-Fi study beats with that worn, dusty sound. For more lofi vibes check out our <a href=""https://www.youtube.com/watch?v=7NOSDKb0HlU"">24/7 youtube live stream</a> or listen to <a href=""https://open.spotify.com/playlist/0CFuMybe6s77w6QQrJjW7d?si=QqntzCEMTLuS-O4cKK9LCA"">Chillhop Radio</a>",-0.3736,lofi hip hop beats - music to study/relax to | Focus Music | Chillhop Music 2023
75P8aVPlabMcGgmfy6A8PR,474,𝙡𝙞𝙠𝙚 𝙢𝙖𝙩𝙚 𝙨𝙩𝙤𝙥 𝙥𝙧𝙤𝙘𝙧𝙖𝙨𝙩𝙞𝙣𝙖𝙩𝙞𝙣𝙜 ♬ new songs added at the bottom ♪♩  (ෆ˙ᵕ˙ෆ)　,0.0,kpop piano study music ♬
76DeBBLp2FC54TPm5l7b4a,302,good grades with good music ☆彡,0.7003,korean study chill
76Gl7hsijlY0HDt5x8gzOP,78,its great for ADHD,0.6249,House music for studying
77F1aOKxULQrzT7muGRTts,128,"A contemporary classic piano playlist. This will help put you in the alpha brain wave state for deep focus, productivity and flow. Happy Studying in 2023. ",0.7506,PIANO STUDY 2023
77OpFLSdLy3nC9huQIXlxk,655,"Mellow, peaceful, soothing, positive and uplifting background music without words for relaxing, reading, studying, creating, writing, mindfulness, focus, working and chilling out. (Photo: Aga Putra via Unsplash)",0.8211,Calm Background Instrumentals: Relax Unwind Read Study Chill
785LpkZ3cqfEKzFZG2fGs8,278,,0.0,indie study vibes
78oq7dsXe1qUuAUb0FwqKA,130,"Beautiful pop instrumental covers of your favorite songs. This cello and piano music is perfect for studying, working, or relaxing. No lyrics or vocals here!",0.9168,Pop Instrumental Study 
79UjawgmYas3SpekaiDU30,164,pls remember to sleep yall🤠,0.0772,Studying for finals until i die from exhaustion
7AZuDiVAVNfBQCI1cnUfMX,1000,"Beautiful piano&#x2F;instrumental pieces, great to help you study,relax,sleep..",0.8934,"Relaxing Music 💤 study,relax,sleep"
7CiGCQqSt1fLJ1THmp9x9n,47,w&#x2F; some katniss &amp; peeta ballads | the girl on fire,-0.34,character study: katniss everdeen
7Cry2F1JFZy0VPp3hAyCLH,172,,0.0,studying/quiet 
7DeldkqFR6CsSkzvYJRGQc,90,Focus time :) ,0.4588,Slow quiet songs for studying
7DglQMdsv7Ndrf8tWsXF1v,5,Relax and let the playlist loop,0.4404,Interstellar Study Playlist
7DqD79ECdFN4q1Lhbz8inu,189,A mix of lofi &amp; classical songs that’ll help focus &amp; studying! Website: maskedmortal.com,0.4574,Study Lofi For MAX Focus
7E0eCHTdWltwtDARgWtIA5,242,"lofi, chillhop, jazzhop, relax beats, chill vibes, lofi chill, lofi study vibes, study lofi beats, lofi chillhop, jazz, jazzy study beats, lofi study beats, lofi hiphop.",0.4404,Lofi | Chill Vibes
7FaW2WBTOWUIB5SpUQCPZF,204,"A playlist of calming video game music from many different soundtracks. Author&#x27;s Note: Most are from indie games, and some are remixes due to the limited official releases of video game soundtracks.",0.2023,Calm video game music to sleep/study to
7G7nC44qCeyXlJuoqqTQuK,56,got me through the hsc,0.0,soft taylor swift songs for studying
7GtnR4FG8zaUDR2Y8ZjaF7,59,fave subject,0.4404,studying maths<3
7IGVnkNSwv0x07QqCIGrT2,115,,0.0,subliminals for studying 🍄🌞
7LPVRPUHubQaRhz43GAxKi,646,"Whether you're studying, working, or just relaxing, these beats will help you find your flow.",0.7096,🎧 Focus & Study Beats
7M5t5HLaUB55ym1C8sMT6J,134,,0.0,Slow music for studying :)
7MHZ2A5yvvqlqHZZlc5k86,348,"Relaxing isochronic music tones for fast brain activation, accelerated learning. Improve concentration, memory &amp; information processing. 40 hz, 100 hz.",0.7269,gamma waves ✨ binaural beats for study/focus/meditation
7MNKuGt35jDfuN3Hyhn9Kr,90,"1am, 2am, 3am and 4m. perfect for your own study session.",0.5719,lofi girl study session
7MYFnZafwvRcaR0Y9MY4Kg,65,Whenevre you feel out for the count just play this ;),0.5461,Mario Study Music
7N30jBULkllE0GgllKB9QJ,75,auto a+ || exam music test music perfect score music playlist study music focus music ,0.5719,soft and sad homework/study playlist
7aNjAFdUsYMbKw2ib3dAxH,133,,0.0,taylor + noah kahan studying
7aYlvsj9raMGbUOV0XRk0R,660,My personal Techy and Trancy tunes to study to :) ,0.4588,Study Techno & Study Trance Music (Melodic / No Vocal)
7aw0CHAyTagYsmyj9jsDOd,127,"12, 1, 2, 3 &amp; 4 A.M Study Session 📚 - [lofi hip hop &amp; chill beats]                                    (Owned by Lofi Girl)",0.0,lofi AM Study Sessions
7bFDebmY42iGKA3S7fBYB5,220,don’t fail physics,-0.5423,oppenheimer study
7bpQDZtaygXiQaadPbF6U5,49,"you can do it, sunny... original playlist from peng weng on youtube!",0.3802,omori studying/reading session
7cR2zrseVvAVBOBAPem6Bj,79,"Sometimes Lo-Fi beats or words get in my way, so these songs have none of that. just soft sound for studying, drawing, sleeping, crying, whatever [cover is from Studio Ghibli&#x27;s Ponyo]",-0.4767,Studying Orchestral
7cYdJ7IP0jFXpi3QnNNtGC,1483,,0.0,Wordless Study Music
7cszmVZH7bJhKIK54CtcPB,233,kchill &#x2F;&#x2F; more relaxed &amp; perfect for studying because no one knows the lyrics for most of these,0.7397,studying in a korean cafe
7d4jMgR3nFdb2P5HfzM4Xv,41,virtual-lofi  &amp; dnb classics for when you need to zone out and lock in.,0.0,NPC Study Session
7dkw4UhBKqz0guxx8YmuY7,47,this music is for calming your nerves while studying                      happy studying! •ㅅ• 🤎 - sweeb        ,0.7424,☁️ japanese jazz ☕️ studying ☁️
7e5dWe0aTw5AvzQh9rSpb2,257,- the stars in teyvat cheer you on! -,0.5562,genshin study music
7eTwQgRZvAEprcuqfBHbKu,171,,0.0,chill studying
7fLuFAoam8DUAmJ2sbo6Pr,37,,0.0,Intense classical studying
7h4JZiihMk1TcLUf9Frnhw,84,My attempt to romanticise studying over Christmas,0.4019,christmas study
7hhmLun12IG5tgGp95ZE5j,1081,"Best of epic classical movie, cinematic music, game music and TV scores for focusing or to study. An instrumental collection from the movies and series Harry Potter, Game Of Thrones, Interstellar, Star Wars, Gladiator, Lord of The Rings, Dune, AVATAR, Oppenheimer and more. Enjoy!",0.6581,Movie Soundtracks | for studying & relaxing 
7iBiFwY66VXcCjHbuPbkos,135,,0.0,study with me 🦋
7iLvp79H5RfhqPcwsBSnle,506,Rhythmic and all instrumental. The best lofi beats to study to. Gauranteed to keep you focused.,0.7783,ADHD LoFi Study Beats
7iUPbLHLYIKjaoWikshrWv,614,Thank you soo much for 4k likes!! I hope you find this playlist useful. Good luck! ( I recommend listening to this on shuffle 🫶🏻),0.9605,Kpop instrumentals for studying📚
7ikZLGjkIILujRBn2GL5bM,137,"Calm and relaxing background piano music. Focus the mind and study with peaceful modern classical music from Einaudi, Max Richter, Riopy, Carlos Cipa and others | piano, focus, calm, working, reading",0.875,Piano Music for Studying
7imvD4XEEecYPWGI3iVGYn,89,,0.0,sza study playlist 
7jHEx7oHxN4B7PKCLapcq9,57,,0.0,Jazz Study Music
7kv4s95wX4JmeOJI9YoIiN,219,,0.0,Study music
7ldrkXwDl6M3raePetDLjB,70,To help you focus.,0.4019,The VSQ Study Playlist
7nFmx6NTC5fA6oiIxYYZag,32,,0.0,Chill EDM Study - No Vocals
7nFyPCFL31ZsAJZcTMB8pk,219,,0.0,Studying w/ ADHD
7o4D9DYXwVMSOJvUogmb3W,388,,0.0,Soft Studying Music
7ovmLivliKHDrROnPg3oYv,193,Play it on Random and setup the Crossfade for 8 seconds - it just flows then - Enjoy &amp; Keep Studying ;)   &#x2F;&#x2F;&#x2F;   Włącz odtwarzanie losowe i ustaw płynne przejścia pomniędzy utworami na 8 sekund - wtedy to po prostu płynie - Miłego Słuchania &amp; Ucz się Ucz ;),0.5859,Study - Techno/House (No Vocal)
7qXwdAdxlhJGYztZquzf3O,66,a daily occurence (also holy shit guys i’m like…famous),-0.5574,instrumentals for reading/studying 
7riy641Mro1E22ITG0Hzie,29,personal favs of zikir and surahs; for studying,0.0,zikir for study 🕋🤍
7rojPQZIHahozyMWNKFRgW,10,instrumentals for studying the bible,0.0,relaxing bible study music
7sEc2iYMidkiTmIPaHMNdF,172,,0.0,harry potter study
7sVzWCnY5KqLwVzbCg2WSO,63,,0.0,taylor swift study music
7slyBmxiW9t0Fl9rm2E00c,946,,0.0,Baroque For Thinking & Study
7suCo6IOn5PqS0sFrJaNEN,297,music for studying lofi beats &amp; ambient chill - this playlist helps me stayin focused. 2023,0.6369,no lyrics - study playlist
7tSCIstlLf3kulcS1Pin2W,100,We here to grindddd ,0.0,Alpha Brain Waves(for study sessions)
7wvGLBPv18q23xCfUfVTDv,144,,0.0,study songs
7wyQHogHLVMkNgmcxfttAf,555,"Mix of upbeat chill electronic, acoustic, chillhop, and lofi curated for non-stop studying. Designed to get you into study mode, but still keep you awake. Tried and true through 10 years of higher education.",0.5719,Lyricless Study
7x3Rtb160Y6AZ3NI51GqAS,632,"Tap on 🤍 to save it to your library and play to chill, study, nap, or sleep. These chill anime covers will help you fall asleep or relax.",0.8807,Anime piano for sleeping/studying/relaxing
7x8Iq2wbroPXwgHQr8Xnb9,142,did i mention this a study playlist? P.S. good luck on finals,0.7096,study playlist for studying during your studies
7xJk4vsIuFoM9GmXwyrEhY,69,"☃️Winter lofi Hip hop beats, cold snow cozy holiday christmas party chill background vibes. Rainy lo-fi music cold vibes instrumental",0.6249,Winter lofi 2024❄️lofi Winter☃️cozy winter study
7xkUO8D6lARmlw3GW9ZL0z,300,Classic rock &#x2F;&#x2F; Alt rock,0.0,Soft Rock Study 📚
7xmpNYZ15D6b43BHzYQCLt,1914,Over 1000 piano and classical songs to help you focus. Instrumental / no vocals. All songs are hand-picked with weekly updates.,0.128,Focus Music - Work | Studying | Concentration
